iter	Logloss
465	0.5255678091
466	0.5255491152
467	0.5254939533
468	0.5254420485
469	0.525398076
470	0.525347054
471	0.5252946063
472	0.525242219
473	0.5251698192
474	0.5251242906
475	0.5250851703
476	0.5250672472
477	0.5250033211
478	0.5249329435
479	0.5248691511
480	0.5247921741
481	0.5247198824
482	0.5246555757
483	0.5246048465
484	0.5245483977
485	0.524494169
486	0.524435126
487	0.5244029564
488	0.5243437547
489	0.5243087588
490	0.524249082
491	0.5241789937
492	0.5241408011
493	0.5240713558
494	0.5240101118
495	0.5239521489
496	0.523916887
497	0.5238645071
498	0.5238089208
499	0.523758706
500	0.5237123424
501	0.5236512436
502	0.5236063804
503	0.5235485141
504	0.5235076857
505	0.5234552041
506	0.5233921956
507	0.5233312192
508	0.5232651555
509	0.5232153571
510	0.5231872938
511	0.5231202715
512	0.5230758985
513	0.5230224999
514	0.5229605726
515	0.5229152295
516	0.5228651868
517	0.5228066076
518	0.5227406969
519	0.5226775375
520	0.5226034712
521	0.5225390006
522	0.5224623504
523	0.5224118785
524	0.5223425344
525	0.5222679368
526	0.5222160958
527	0.5221845409
528	0.522145604
529	0.5221081216
530	0.5220693363
531	0.5220387549
532	0.5219865878
533	0.5219235395
534	0.5218660702
535	0.5218338949
536	0.5218164443
537	0.5217704141
538	0.5217392001
539	0.5217156384
540	0.5216402003
541	0.521569852
542	0.5215213608
543	0.5214552667
544	0.5214101199
545	0.5213607015
546	0.5213287963
547	0.5212779822
548	0.5212576274
549	0.521209107
550	0.5211786503
551	0.5211201714
552	0.5210838157
553	0.5210823476
554	0.5210459753
555	0.520999202
556	0.520948682
557	0.5208969116
558	0.5208608603
559	0.5208063512
560	0.5207514697
561	0.5206758882
562	0.5205888224
563	0.5205435962
564	0.5204751232
565	0.5204276279
566	0.5203891847
567	0.520309946
568	0.5202583218
569	0.520215262
570	0.5201659233
571	0.5201191951
572	0.5200796393
573	0.5200353581
574	0.5199898756
575	0.5199367603
576	0.5198672125
577	0.5198235973
578	0.5197735963
579	0.5197276087
580	0.5197024136
581	0.5196437756
582	0.5196270078
583	0.5195774876
584	0.5195535569
585	0.519508198
586	0.5194557723
587	0.5194529903
588	0.5193927541
589	0.5193455869
590	0.5192969474
591	0.5192697042
592	0.5192173073
593	0.5191566461
594	0.5191188645
595	0.5190645147
596	0.5190185014
597	0.5190073377
598	0.518970236
599	0.5189140655
600	0.5188498652
601	0.5188097065
602	0.5187608809
603	0.5187043352
604	0.5186788739
605	0.5186321485
606	0.518556632
607	0.5185024013
608	0.5184483948
609	0.5184167461
610	0.5183605277
611	0.5183285785
612	0.518292472
613	0.5182242298
614	0.5181833831
615	0.5181364416
616	0.5180981628
617	0.5180804468
618	0.5180315798
619	0.5179653782
620	0.5179244969
621	0.517873735
622	0.5178047322
623	0.5177721211
624	0.5177198099
625	0.5176911903
626	0.5176605386
627	0.51761815
628	0.5175719429
629	0.5175214056
630	0.517479519
631	0.5174407508
632	0.5174001947
633	0.517349699
634	0.5173152804
635	0.5172800213
636	0.5172149943
637	0.5171580848
638	0.5171131134
639	0.5170517479
640	0.516984182
641	0.5169393399
642	0.5168949094
643	0.5168677628
644	0.5168232204
645	0.5168080662
646	0.5167725601
647	0.5167287139
648	0.5167170614
649	0.516666915
650	0.5166270858
651	0.5165893373
652	0.5165686007
653	0.5165457812
654	0.5164953379
655	0.5164259196
656	0.5163905291
657	0.5163309035
658	0.516288076
659	0.516235034
660	0.5161828937
661	0.5161445548
662	0.5161031778
663	0.5160379286
664	0.5160212044
665	0.5159892727
666	0.5159335137
667	0.5158987966
668	0.5158469764
669	0.5157905796
670	0.5157594778
671	0.5157127183
672	0.5156343548
673	0.5155856895
674	0.5155381878
675	0.5154867322
676	0.515449469
677	0.5154307733
678	0.5153938289
679	0.5153546187
680	0.5153105482
681	0.5152567239
682	0.5152078583
683	0.5151389048
684	0.5151077131
685	0.5150557003
686	0.5150159986
687	0.515001021
688	0.5149674211
689	0.5149205408
690	0.5148767762
691	0.5148338538
692	0.5148057388
693	0.5147665004
694	0.5147135087
695	0.5146516389
696	0.5146235873
697	0.5145853578
698	0.5145243645
699	0.5144921376
700	0.5144307114
701	0.5143456422
702	0.5142993656
703	0.5142707664
704	0.5142168739
705	0.5141953631
706	0.5141432396
707	0.5141109492
708	0.5140675332
709	0.5140108296
710	0.5139652033
711	0.5139124214
712	0.5138672094
713	0.5138308659
714	0.5137769479
715	0.5136975844
716	0.5136659346
717	0.5136303053
718	0.5135799958
719	0.5135248663
720	0.5134729362
721	0.5134522738
722	0.5133990598
723	0.5133651131
724	0.5133355921
725	0.5132741539
726	0.5132145321
727	0.5131636176
728	0.5131255342
729	0.5130641271
730	0.5130551409
731	0.5130092018
732	0.5129587452
733	0.5129306167
734	0.5128866357
735	0.5128284319
736	0.5127886686
737	0.512724175
738	0.5126632041
739	0.5126239213
740	0.5125811148
741	0.512534429
742	0.5124877113
743	0.5124472034
744	0.5124171851
745	0.5123581577
746	0.5123136734
747	0.5122420737
748	0.5122053087
749	0.512152538
750	0.5120962766
751	0.512074605
752	0.5120462562
753	0.512006238
754	0.5119431057
755	0.5118960797
756	0.5118813954
757	0.5118142659
758	0.5118057251
759	0.5117560623
760	0.5117249685
761	0.5116806132
762	0.511640296
763	0.5115707671
764	0.5115024635
765	0.5114491406
766	0.5113961837
767	0.5113219505
768	0.5112950322
769	0.5112614277
770	0.5112128419
771	0.5111615986
772	0.5111473827
773	0.5111130425
774	0.5110519521
775	0.5109981605
776	0.5109525469
777	0.510909807
778	0.5108717071
779	0.5108158143
780	0.5107958089
781	0.5107438513
782	0.5106994657
783	0.5106415936
784	0.5106236262
785	0.5105892323
786	0.5105409398
787	0.5104838293
788	0.510480928
789	0.5104612049
790	0.5103980561
791	0.5103618003
792	0.5103131238
793	0.5102459911
794	0.5101929081
795	0.5101499839
796	0.5100875354
797	0.5100356592
798	0.5100054465
799	0.5099798597
800	0.5099534666
801	0.509929986
802	0.5098922318
803	0.5098403257
804	0.5097848283
805	0.5097448808
806	0.509711893
807	0.5096801233
808	0.5096163184
809	0.5095883852
810	0.509566802
811	0.5095337056
812	0.5094808934
813	0.5094058247
814	0.5093553448
815	0.5093063136
816	0.5092571622
817	0.5092178605
818	0.5091985265
819	0.509158847
820	0.5091182764
821	0.5090733838
822	0.5090545717
823	0.5090163976
824	0.508955668
825	0.5089325461
826	0.5089102045
827	0.5088587391
828	0.5088213538
829	0.5087650515
830	0.508737203
831	0.5086792518
832	0.5086262509
833	0.5085643855
834	0.5085307877
835	0.5084954714
836	0.5084371613
837	0.5084035495
838	0.5083529303
839	0.5083131981
840	0.5082946116
841	0.5082640259
842	0.5082493666
843	0.5082425102
844	0.5082000508
845	0.5081398732
846	0.5080867481
847	0.5080388158
848	0.5080131518
849	0.5079652376
850	0.5079338809
851	0.50792184
852	0.5078656952
853	0.5078036939
854	0.5077637881
855	0.5077479526
856	0.50771121
857	0.5076708036
858	0.5076059168
859	0.5076005488
860	0.5075466791
861	0.5074856985
862	0.5074795475
863	0.5074696908
864	0.5074172611
865	0.5073845445
866	0.5073347637
867	0.5072740909
868	0.5072362788
869	0.5071676177
870	0.5071365531
871	0.5070829898
872	0.5070518419
873	0.5070009895
874	0.5069518397
875	0.5069296036
876	0.5068685177
877	0.5068226807
878	0.5067636643
879	0.5067230251
880	0.506681711
881	0.506638796
882	0.5065848292
883	0.5065571752
884	0.5065122592
885	0.5064897834
886	0.5064778315
887	0.5064549831
888	0.5064049093
889	0.5063411261
890	0.5062904665
891	0.5062467193
892	0.5061907309
893	0.5061509162
894	0.5061112007
895	0.506088306
896	0.5060698341
897	0.506043515
898	0.5059794503
899	0.5059456305
900	0.5058965887
901	0.5058550029
902	0.5058119181
903	0.5057560454
904	0.5057129744
905	0.5057015666
906	0.5056593852
907	0.5056159004
908	0.5055901239
909	0.5055256211
910	0.5054994918
911	0.5054770301
912	0.5054445867
913	0.5054054918
914	0.5053831187
915	0.5053405274
916	0.5052954794
917	0.5052493337
918	0.5052057276
919	0.505170965
920	0.5051550184
921	0.5051148985
922	0.5050677703
923	0.5050090749
924	0.5049496063
925	0.5049152483
926	0.5049043908
927	0.5048425544
928	0.504787477
929	0.5047251064
930	0.5046867381
931	0.5046364809
932	0.5046208648
933	0.5045900756
934	0.5045430482
935	0.5044921905
936	0.5044509306
937	0.5043959088
938	0.504357791
939	0.5043215859
940	0.5042562058
941	0.504224509
942	0.5041847583
943	0.5041399925
944	0.5041242996
945	0.5040690887
946	0.5040545825
947	0.5040145462
948	0.5039709409
949	0.5039284534
950	0.5038936621
951	0.5038533509
952	0.5038007508
953	0.5037745016
954	0.5037410863
955	0.5037183606
956	0.503706121
957	0.5036509687
958	0.5036131828
959	0.5035793798
960	0.5035544716
961	0.5035082808
962	0.5034636244
963	0.503419805
964	0.5033780725
965	0.5033354704
966	0.5032632656
967	0.5032317077
968	0.5031822631
969	0.5031321971
970	0.5030899951
971	0.503015481
972	0.5029804116
973	0.5029296384
974	0.502898454
975	0.5028445343
976	0.5028013712
977	0.5027529959
978	0.5027068069
979	0.5026633101
980	0.5026345602
981	0.5025902415
982	0.5025361986
983	0.502504089
984	0.5024376661
985	0.502410915
986	0.5023614601
987	0.50233784
988	0.5022899377
989	0.5022420512
990	0.502187264
991	0.5021326332
992	0.5020974045
993	0.5020700376
994	0.5020435134
995	0.5019932848
996	0.501965352
997	0.501947229
998	0.5019013234
999	0.5018464008
